resp_id,degree_label,degree_code_int,region_continent,hours_level,high_stress_group,v089,v089_code,worklife_score,v084_num,degree_duration_text,degree_duration_years,degree_progress_text,degree_progress_years,study_in_home_country,study_in_home_country_flag,high_hours_flag,low_worklife_flag,high_hours_only_flag,low_worklife_only_flag,both_high_hours_and_low_wlb_flag,v079_num,v091_num,v097_num,v100_num,v101_num,supervisor_support_raw,institution_support_raw,supervisor_z,institution_z,supervisor_cat,institution_cat,support_quadrant_label,degree_prep_code,degree_prep_label,caring_responsibility_code,caring_responsibility_label
1768,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,5.0,2.0,5 years ,5.0,Less than a year,0.5,Yes,1.0,1,0,1,0,0,3.0,5.0,1.0,4.0,2.0,4.0,2.333333333333333,0.7382115296131505,-0.5192411626564616,High,Low,High supervisor / Low institution,1.0,Very well,2.0,Strongly agree
1769,Master's,2.0,Africa,very_high,0,More than 80 hours,7.0,4.0,3.0,3 years,3.0,Less than a year,0.5,Yes,1.0,1,0,1,0,0,1.0,1.0,4.0,5.0,4.0,1.0,4.333333333333333,-1.348415062565872,1.1717558160039558,Low,High,Low supervisor / High institution,2.0,Well,2.0,Strongly agree
1770,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,5.0,2.0,4 years,4.0,Less than a year,0.5,No,0.0,1,0,1,0,0,1.0,5.0,3.0,4.0,2.0,3.0,3.0,0.042669332220143,0.0444244968970109,Medium,Medium,Medium supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
1771,Doctorate,1.0,Europe,high,1,41-50 hours,1.0,3.0,1.0,5 years ,5.0,3 years,3.0,Yes,1.0,1,1,0,0,1,1.0,1.0,2.0,1.0,1.0,1.0,1.3333333333333333,-1.348415062565872,-1.3647396519866708,Low,Low,Low supervisor / Low institution,1.0,Very well,2.0,Strongly agree
1772,Master's,2.0,Europe,high,1,51-60 hours,2.0,3.0,1.0,1 year,1.0,Less than a year,0.5,Yes,1.0,1,1,0,0,1,3.0,4.0,2.0,1.0,2.0,3.5,1.6666666666666667,0.3904404309166467,-1.0829068222099345,Medium,Low,Medium supervisor / Low institution,1.0,Very well,2.0,Strongly agree
1773,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,4.0,3.0,5 years ,5.0,3 years,3.0,Yes,1.0,1,0,1,0,0,2.0,1.0,4.0,1.0,4.0,1.5,3.0,-1.0006439638693685,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
1774,Master's,2.0,North/Central America,medium,0,21-30 hours,5.0,6.0,6.0,3 years,3.0,3 years,3.0,Yes,1.0,0,0,0,0,0,5.0,4.0,3.0,4.0,1.0,4.5,2.6666666666666665,1.0859826283096543,-0.2374083328797255,High,Medium,High supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
1775,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,5.0,2.0,6 years,6.0,2 years,2.0,Yes,1.0,1,0,1,0,0,3.0,6.0,1.0,3.0,1.0,4.5,1.6666666666666667,1.0859826283096543,-1.0829068222099345,High,Low,High supervisor / Low institution,2.0,Well,1.0,Somewhat agree
1776,Doctorate,1.0,Asia,medium,0,31-40 hours,3.0,5.0,2.0,4 years,4.0,Less than a year,0.5,Yes,1.0,0,0,0,0,0,1.0,2.0,2.0,2.0,5.0,1.5,3.0,-1.0006439638693685,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
1777,Doctorate,1.0,North/Central America,very_high,1,61-70 hours,4.0,2.0,4.0,6 years,6.0,3 years,3.0,Yes,1.0,1,1,0,0,1,4.0,3.0,5.0,3.0,4.0,3.5,4.0,0.3904404309166467,0.8899229862272199,Medium,High,Medium supervisor / High institution,2.0,Well,2.0,Strongly agree
1778,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,4.0,3.0,6 years,6.0,2 years,2.0,Yes,1.0,1,0,1,0,0,4.0,1.0,6.0,3.0,5.0,2.5,4.666666666666667,-0.3051017664763607,1.4535886457806928,Medium,High,Medium supervisor / High institution,2.0,Well,1.0,Somewhat agree
1779,Doctorate,1.0,Europe,very_high,0,71-80 hours,6.0,4.0,3.0,Other,,More than 7 years,8.0,Yes,1.0,1,0,1,0,0,4.0,5.0,4.0,5.0,3.0,4.5,4.0,1.0859826283096543,0.8899229862272199,High,High,High supervisor / High institution,3.0,Neither well nor badly,3.0,Neither agree nor disagree
1780,Doctorate,1.0,Asia,high,0,51-60 hours,2.0,4.0,3.0,4 years,4.0,3 years,3.0,Yes,1.0,1,0,1,0,0,7.0,5.0,3.0,2.0,4.0,6.0,3.0,2.1292959243991656,0.0444244968970109,High,Medium,High supervisor / Medium institution,5.0,Very badly,5.0,Strongly disagree
1781,Doctorate,1.0,South America,medium,0,31-40 hours,3.0,5.0,2.0,6 years,6.0,4 years,4.0,Yes,1.0,0,0,0,0,0,3.0,2.0,4.0,5.0,2.0,2.5,3.6666666666666665,-0.3051017664763607,0.6080901564504835,Medium,High,Medium supervisor / High institution,2.0,Well,2.0,Strongly agree
1782,Doctorate,1.0,North/Central America,medium,0,31-40 hours,3.0,4.0,3.0,6 years,6.0,4 years,4.0,Yes,1.0,0,0,0,0,0,1.0,2.0,2.0,3.0,2.0,1.5,2.333333333333333,-1.0006439638693685,-0.5192411626564616,Low,Low,Low supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
1783,Doctorate,1.0,Europe,medium,0,31-40 hours,3.0,4.0,3.0,4 years,4.0,1 year,1.0,Yes,1.0,0,0,0,0,0,5.0,4.0,1.0,7.0,5.0,4.5,4.333333333333333,1.0859826283096543,1.1717558160039558,High,High,High supervisor / High institution,1.0,Very well,2.0,Strongly agree
1784,Doctorate,1.0,Europe,medium,0,31-40 hours,3.0,3.0,1.0,3 years,3.0,Less than a year,0.5,Yes,1.0,0,1,0,1,0,2.0,1.0,3.0,2.0,3.0,1.5,2.6666666666666665,-1.0006439638693685,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,1.0,Very well,4.0,Somewhat disagree
1785,Doctorate,1.0,Europe,high,1,51-60 hours,2.0,3.0,1.0,4 years,4.0,Less than a year,0.5,Yes,1.0,1,1,0,0,1,1.0,3.0,2.0,1.0,2.0,2.0,1.6666666666666667,-0.6528728651728645,-1.0829068222099345,Low,Low,Low supervisor / Low institution,1.0,Very well,2.0,Strongly agree
1786,Doctorate,1.0,North/Central America,high,1,41-50 hours,1.0,1.0,5.0,6 years,6.0,4 years,4.0,Yes,1.0,1,1,0,0,1,3.0,2.0,5.0,1.0,4.0,2.5,3.333333333333333,-0.3051017664763607,0.3262573266737473,Medium,Medium,Medium supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
1787,Master's,2.0,Asia,medium,0,21-30 hours,5.0,3.0,1.0,2 years,2.0,Less than a year,0.5,Yes,1.0,0,1,0,1,0,2.0,2.0,2.0,4.0,2.0,2.0,2.6666666666666665,-0.6528728651728645,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,2.0,Well,2.0,Strongly agree
1788,Doctorate,1.0,North/Central America,medium,0,21-30 hours,5.0,3.0,1.0,6 years,6.0,5 years,5.0,Yes,1.0,0,1,0,1,0,6.0,1.0,4.0,2.0,4.0,3.5,3.333333333333333,0.3904404309166467,0.3262573266737473,Medium,Medium,Medium supervisor / Medium institution,2.0,Well,3.0,Neither agree nor disagree
1789,Doctorate,1.0,North/Central America,very_high,1,More than 80 hours,7.0,2.0,4.0,5 years ,5.0,1 year,1.0,No,0.0,1,1,0,0,1,1.0,2.0,2.0,3.0,4.0,1.5,3.0,-1.0006439638693685,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
1790,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,5.0,2.0,5 years ,5.0,3 years,3.0,Yes,1.0,1,0,1,0,0,1.0,2.0,2.0,3.0,1.0,1.5,2.0,-1.0006439638693685,-0.801073992433198,Low,Low,Low supervisor / Low institution,2.0,Well,2.0,Strongly agree
1791,Doctorate,1.0,Europe,high,1,41-50 hours,1.0,2.0,4.0,4 years,4.0,1 year,1.0,No,0.0,1,1,0,0,1,5.0,1.0,3.0,3.0,5.0,3.0,3.6666666666666665,0.042669332220143,0.6080901564504835,Medium,High,Medium supervisor / High institution,2.0,Well,1.0,Somewhat agree
1792,Doctorate,1.0,Europe,high,1,51-60 hours,2.0,1.0,5.0,4 years,4.0,4 years,4.0,Yes,1.0,1,1,0,0,1,1.0,4.0,5.0,3.0,4.0,2.5,4.0,-0.3051017664763607,0.8899229862272199,Medium,High,Medium supervisor / High institution,1.0,Very well,2.0,Strongly agree
1793,Master's,2.0,South America,medium,0,31-40 hours,3.0,5.0,2.0,2 years,2.0,2 years,2.0,Yes,1.0,0,0,0,0,0,2.0,1.0,5.0,6.0,6.0,1.5,5.666666666666667,-1.0006439638693685,2.2990871351109017,Low,High,Low supervisor / High institution,3.0,Neither well nor badly,2.0,Strongly agree
1794,Master's,2.0,North/Central America,high,1,41-50 hours,1.0,1.0,5.0,2 years,2.0,1 year,1.0,Yes,1.0,1,1,0,0,1,2.0,1.0,2.0,1.0,4.0,1.5,2.333333333333333,-1.0006439638693685,-0.5192411626564616,Low,Low,Low supervisor / Low institution,2.0,Well,2.0,Strongly agree
1795,Doctorate,1.0,North/Central America,medium,0,31-40 hours,3.0,4.0,3.0,5 years ,5.0,4 years,4.0,Yes,1.0,0,0,0,0,0,2.0,2.0,1.0,1.0,3.0,2.0,1.6666666666666667,-0.6528728651728645,-1.0829068222099345,Low,Low,Low supervisor / Low institution,2.0,Well,2.0,Strongly agree
1796,Master's,2.0,Asia,high,1,51-60 hours,2.0,3.0,1.0,1 year,1.0,1 year,1.0,Yes,1.0,1,1,0,0,1,7.0,5.0,3.0,2.0,2.0,6.0,2.333333333333333,2.1292959243991656,-0.5192411626564616,High,Low,High supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
1797,Doctorate,1.0,Europe,very_high,1,61-70 hours,4.0,3.0,1.0,5 years ,5.0,4 years,4.0,No,0.0,1,1,0,0,1,4.0,3.0,2.0,2.0,1.0,3.5,1.6666666666666667,0.3904404309166467,-1.0829068222099345,Medium,Low,Medium supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
1798,Master's,2.0,Africa,very_high,1,More than 80 hours,7.0,1.0,5.0,2 years,2.0,1 year,1.0,No,0.0,1,1,0,0,1,6.0,1.0,6.0,4.0,4.0,3.5,4.666666666666667,0.3904404309166467,1.4535886457806928,Medium,High,Medium supervisor / High institution,1.0,Very well,2.0,Strongly agree
1799,Doctorate,1.0,South America,high,0,51-60 hours,2.0,4.0,3.0,4 years,4.0,4 years,4.0,No,0.0,1,0,1,0,0,2.0,2.0,3.0,3.0,2.0,2.0,2.6666666666666665,-0.6528728651728645,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,3.0,Neither well nor badly,2.0,Strongly agree
1800,Doctorate,1.0,Africa,low,0,Less than 11 hours,9.0,5.0,2.0,4 years,4.0,4 years,4.0,Yes,1.0,0,0,0,0,0,5.0,3.0,3.0,5.0,2.0,4.0,3.333333333333333,0.7382115296131505,0.3262573266737473,High,Medium,High supervisor / Medium institution,4.0,Badly,1.0,Somewhat agree
1801,Doctorate,1.0,South America,high,0,41-50 hours,1.0,5.0,2.0,5 years ,5.0,2 years,2.0,Yes,1.0,1,0,1,0,0,2.0,2.0,1.0,4.0,3.0,2.0,2.6666666666666665,-0.6528728651728645,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,1.0,Very well,1.0,Somewhat agree
1802,Doctorate,1.0,North/Central America,high,1,51-60 hours,2.0,1.0,5.0,6 years,6.0,5 years,5.0,Yes,1.0,1,1,0,0,1,5.0,5.0,4.0,2.0,4.0,5.0,3.333333333333333,1.433753727006158,0.3262573266737473,High,Medium,High supervisor / Medium institution,1.0,Very well,3.0,Neither agree nor disagree
1803,Doctorate,1.0,North/Central America,high,1,51-60 hours,2.0,3.0,1.0,5 years ,5.0,1 year,1.0,Yes,1.0,1,1,0,0,1,1.0,2.0,4.0,4.0,3.0,1.5,3.6666666666666665,-1.0006439638693685,0.6080901564504835,Low,High,Low supervisor / High institution,1.0,Very well,2.0,Strongly agree
1804,Doctorate,1.0,North/Central America,high,0,51-60 hours,2.0,4.0,3.0,5 years ,5.0,2 years,2.0,Yes,1.0,1,0,1,0,0,3.0,3.0,5.0,1.0,1.0,3.0,2.333333333333333,0.042669332220143,-0.5192411626564616,Medium,Low,Medium supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
1805,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,6.0,6.0,4 years,4.0,4 years,4.0,No,0.0,1,0,1,0,0,1.0,5.0,2.0,3.0,5.0,3.0,3.333333333333333,0.042669332220143,0.3262573266737473,Medium,Medium,Medium supervisor / Medium institution,1.0,Very well,1.0,Somewhat agree
1806,Doctorate,1.0,North/Central America,high,1,51-60 hours,2.0,3.0,1.0,6 years,6.0,4 years,4.0,Yes,1.0,1,1,0,0,1,1.0,1.0,4.0,4.0,3.0,1.0,3.6666666666666665,-1.348415062565872,0.6080901564504835,Low,High,Low supervisor / High institution,1.0,Very well,1.0,Somewhat agree
1807,Master's,2.0,South America,very_high,1,61-70 hours,4.0,2.0,4.0,2 years,2.0,1 year,1.0,Yes,1.0,1,1,0,0,1,1.0,5.0,5.0,2.0,6.0,3.0,4.333333333333333,0.042669332220143,1.1717558160039558,Medium,High,Medium supervisor / High institution,3.0,Neither well nor badly,1.0,Somewhat agree
1808,Doctorate,1.0,Europe,very_high,0,61-70 hours,4.0,4.0,3.0,3 years,3.0,Less than a year,0.5,No,0.0,1,0,1,0,0,3.0,2.0,4.0,5.0,1.0,2.5,3.333333333333333,-0.3051017664763607,0.3262573266737473,Medium,Medium,Medium supervisor / Medium institution,1.0,Very well,1.0,Somewhat agree
1809,Doctorate,1.0,Asia,high,1,51-60 hours,2.0,3.0,1.0,5 years ,5.0,4 years,4.0,Yes,1.0,1,1,0,0,1,6.0,4.0,4.0,5.0,4.0,5.0,4.333333333333333,1.433753727006158,1.1717558160039558,High,High,High supervisor / High institution,2.0,Well,1.0,Somewhat agree
1810,Doctorate,1.0,North/Central America,very_high,0,71-80 hours,6.0,4.0,3.0,5 years ,5.0,2 years,2.0,No,0.0,1,0,1,0,0,6.0,4.0,3.0,2.0,3.0,5.0,2.6666666666666665,1.433753727006158,-0.2374083328797255,High,Medium,High supervisor / Medium institution,2.0,Well,3.0,Neither agree nor disagree
1811,Doctorate,1.0,North/Central America,high,0,51-60 hours,2.0,5.0,2.0,5 years ,5.0,3 years,3.0,Yes,1.0,1,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.348415062565872,-1.6465724817634069,Low,Low,Low supervisor / Low institution,1.0,Very well,2.0,Strongly agree
1812,Doctorate,1.0,Africa,medium,0,21-30 hours,5.0,6.0,6.0,3 years,3.0,1 year,1.0,Yes,1.0,0,0,0,0,0,2.0,2.0,3.0,3.0,5.0,2.0,3.6666666666666665,-0.6528728651728645,0.6080901564504835,Low,High,Low supervisor / High institution,3.0,Neither well nor badly,2.0,Strongly agree
1813,Doctorate,1.0,Asia,medium,0,21-30 hours,5.0,2.0,4.0,5 years ,5.0,Less than a year,0.5,Yes,1.0,0,1,0,1,0,7.0,5.0,3.0,2.0,3.0,6.0,2.6666666666666665,2.1292959243991656,-0.2374083328797255,High,Medium,High supervisor / Medium institution,3.0,Neither well nor badly,3.0,Neither agree nor disagree
1814,Master's,2.0,Africa,very_high,0,More than 80 hours,7.0,5.0,2.0,2 years,2.0,2 years,2.0,Yes,1.0,1,0,1,0,0,2.0,1.0,4.0,5.0,3.0,1.5,4.0,-1.0006439638693685,0.8899229862272199,Low,High,Low supervisor / High institution,1.0,Very well,2.0,Strongly agree
1815,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,6.0,6.0,5 years ,5.0,1 year,1.0,Yes,1.0,1,0,1,0,0,3.0,2.0,5.0,6.0,3.0,2.5,4.666666666666667,-0.3051017664763607,1.4535886457806928,Medium,High,Medium supervisor / High institution,2.0,Well,2.0,Strongly agree
1816,Doctorate,1.0,Asia,very_high,0,71-80 hours,6.0,7.0,7.0,5 years ,5.0,4 years,4.0,Yes,1.0,1,0,1,0,0,2.0,5.0,6.0,2.0,3.0,3.5,3.6666666666666665,0.3904404309166467,0.6080901564504835,Medium,High,Medium supervisor / High institution,2.0,Well,2.0,Strongly agree
1817,Master's,2.0,North/Central America,medium,0,21-30 hours,5.0,6.0,6.0,2 years,2.0,Less than a year,0.5,Yes,1.0,0,0,0,0,0,4.0,3.0,5.0,6.0,5.0,3.5,5.333333333333333,0.3904404309166467,2.017254305334165,Medium,High,Medium supervisor / High institution,2.0,Well,1.0,Somewhat agree
1818,Master's,2.0,Asia,medium,0,21-30 hours,5.0,4.0,3.0,2 years,2.0,Less than a year,0.5,Yes,1.0,0,0,0,0,0,4.0,1.0,1.0,4.0,3.0,2.5,2.6666666666666665,-0.3051017664763607,-0.2374083328797255,Medium,Medium,Medium supervisor / Medium institution,3.0,Neither well nor badly,3.0,Neither agree nor disagree
1819,Master's,2.0,Asia,medium,0,31-40 hours,3.0,5.0,2.0,2 years,2.0,1 year,1.0,Yes,1.0,0,0,0,0,0,2.0,2.0,1.0,3.0,5.0,2.0,3.0,-0.6528728651728645,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
1820,Doctorate,1.0,Australasia,high,1,41-50 hours,1.0,2.0,4.0,4 years,4.0,4 years,4.0,Yes,1.0,1,1,0,0,1,3.0,1.0,1.0,1.0,4.0,2.0,2.0,-0.6528728651728645,-0.801073992433198,Low,Low,Low supervisor / Low institution,2.0,Well,1.0,Somewhat agree
1821,Doctorate,1.0,Australasia,medium,0,31-40 hours,3.0,5.0,2.0,4 years,4.0,3 years,3.0,No,0.0,0,0,0,0,0,2.0,2.0,2.0,1.0,1.0,2.0,1.3333333333333333,-0.6528728651728645,-1.3647396519866708,Low,Low,Low supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
1822,Doctorate,1.0,Europe,low,0,11-20 hours,8.0,3.0,1.0,5 years ,5.0,1 year,1.0,Yes,1.0,0,1,0,1,0,3.0,1.0,5.0,1.0,2.0,2.0,2.6666666666666665,-0.6528728651728645,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
1823,Doctorate,1.0,Europe,medium,0,31-40 hours,3.0,5.0,2.0,3 years,3.0,3 years,3.0,Yes,1.0,0,0,0,0,0,2.0,2.0,1.0,5.0,3.0,2.0,3.0,-0.6528728651728645,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,1.0,Very well,1.0,Somewhat agree
1824,Doctorate,1.0,Asia,high,0,41-50 hours,1.0,6.0,6.0,4 years,4.0,4 years,4.0,No,0.0,1,0,1,0,0,2.0,2.0,1.0,1.0,5.0,2.0,2.333333333333333,-0.6528728651728645,-0.5192411626564616,Low,Low,Low supervisor / Low institution,1.0,Very well,2.0,Strongly agree
1825,Doctorate,1.0,Europe,low,0,Less than 11 hours,9.0,2.0,4.0,5 years ,5.0,More than 7 years,8.0,No,0.0,0,1,0,1,0,4.0,4.0,3.0,2.0,3.0,4.0,2.6666666666666665,0.7382115296131505,-0.2374083328797255,High,Medium,High supervisor / Medium institution,2.0,Well,3.0,Neither agree nor disagree
1826,Doctorate,1.0,Europe,high,1,51-60 hours,2.0,1.0,5.0,3 years,3.0,3 years,3.0,Yes,1.0,1,1,0,0,1,4.0,4.0,4.0,5.0,4.0,4.0,4.333333333333333,0.7382115296131505,1.1717558160039558,High,High,High supervisor / High institution,5.0,Very badly,5.0,Strongly disagree
1827,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,7.0,7.0,5 years ,5.0,4 years,4.0,No,0.0,1,0,1,0,0,7.0,4.0,2.0,3.0,2.0,5.5,2.333333333333333,1.781524825702662,-0.5192411626564616,High,Low,High supervisor / Low institution,1.0,Very well,3.0,Neither agree nor disagree
1828,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,5.0,2.0,4 years,4.0,2 years,2.0,No,0.0,1,0,1,0,0,1.0,5.0,3.0,2.0,1.0,3.0,2.0,0.042669332220143,-0.801073992433198,Medium,Low,Medium supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
1829,Doctorate,1.0,North/Central America,medium,0,31-40 hours,3.0,3.0,1.0,5 years ,5.0,1 year,1.0,Yes,1.0,0,1,0,1,0,2.0,1.0,1.0,2.0,2.0,1.5,1.6666666666666667,-1.0006439638693685,-1.0829068222099345,Low,Low,Low supervisor / Low institution,2.0,Well,1.0,Somewhat agree
1830,Doctorate,1.0,Europe,medium,0,31-40 hours,3.0,5.0,2.0,4 years,4.0,1 year,1.0,No,0.0,0,0,0,0,0,3.0,1.0,2.0,3.0,5.0,2.0,3.333333333333333,-0.6528728651728645,0.3262573266737473,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
1831,Doctorate,1.0,Europe,high,1,41-50 hours,1.0,2.0,4.0,4 years,4.0,5 years,5.0,No,0.0,1,1,0,0,1,4.0,4.0,4.0,5.0,1.0,4.0,3.333333333333333,0.7382115296131505,0.3262573266737473,High,Medium,High supervisor / Medium institution,1.0,Very well,1.0,Somewhat agree
1832,Doctorate,1.0,North/Central America,high,0,51-60 hours,2.0,4.0,3.0,6 years,6.0,5 years,5.0,Yes,1.0,1,0,1,0,0,3.0,1.0,2.0,1.0,1.0,2.0,1.3333333333333333,-0.6528728651728645,-1.3647396519866708,Low,Low,Low supervisor / Low institution,2.0,Well,1.0,Somewhat agree
1833,Doctorate,1.0,North/Central America,high,1,51-60 hours,2.0,2.0,4.0,5 years ,5.0,1 year,1.0,Yes,1.0,1,1,0,0,1,4.0,1.0,2.0,1.0,1.0,2.5,1.3333333333333333,-0.3051017664763607,-1.3647396519866708,Medium,Low,Medium supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
1834,Master's,2.0,North/Central America,high,1,51-60 hours,2.0,3.0,1.0,1 year,1.0,Less than a year,0.5,No,0.0,1,1,0,0,1,2.0,1.0,3.0,1.0,2.0,1.5,2.0,-1.0006439638693685,-0.801073992433198,Low,Low,Low supervisor / Low institution,1.0,Very well,2.0,Strongly agree
1835,Doctorate,1.0,Asia,high,1,51-60 hours,2.0,1.0,5.0,5 years ,5.0,4 years,4.0,No,0.0,1,1,0,0,1,5.0,4.0,4.0,4.0,4.0,4.5,4.0,1.0859826283096543,0.8899229862272199,High,High,High supervisor / High institution,4.0,Badly,4.0,Somewhat disagree
1836,Doctorate,1.0,South America,medium,0,21-30 hours,5.0,5.0,2.0,4 years,4.0,3 years,3.0,Yes,1.0,0,0,0,0,0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,-0.6528728651728645,-0.801073992433198,Low,Low,Low supervisor / Low institution,1.0,Very well,2.0,Strongly agree
1837,Doctorate,1.0,Europe,high,1,41-50 hours,1.0,2.0,4.0,5 years ,5.0,5 years,5.0,Yes,1.0,1,1,0,0,1,7.0,4.0,3.0,1.0,3.0,5.5,2.333333333333333,1.781524825702662,-0.5192411626564616,High,Low,High supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
1838,Master's,2.0,North/Central America,high,1,41-50 hours,1.0,3.0,1.0,2 years,2.0,Less than a year,0.5,Yes,1.0,1,1,0,0,1,1.0,2.0,2.0,1.0,1.0,1.5,1.3333333333333333,-1.0006439638693685,-1.3647396519866708,Low,Low,Low supervisor / Low institution,2.0,Well,1.0,Somewhat agree
1839,Doctorate,1.0,Europe,medium,0,31-40 hours,3.0,5.0,2.0,4 years,4.0,Less than a year,0.5,No,0.0,0,0,0,0,0,3.0,5.0,5.0,1.0,5.0,4.0,3.6666666666666665,0.7382115296131505,0.6080901564504835,High,High,High supervisor / High institution,1.0,Very well,1.0,Somewhat agree
1840,Doctorate,1.0,North/Central America,high,1,41-50 hours,1.0,1.0,5.0,6 years,6.0,2 years,2.0,Yes,1.0,1,1,0,0,1,6.0,4.0,1.0,4.0,4.0,5.0,3.0,1.433753727006158,0.0444244968970109,High,Medium,High supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
1841,Doctorate,1.0,Europe,high,1,51-60 hours,2.0,2.0,4.0,4 years,4.0,2 years,2.0,Yes,1.0,1,1,0,0,1,5.0,4.0,3.0,1.0,4.0,4.5,2.6666666666666665,1.0859826283096543,-0.2374083328797255,High,Medium,High supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
1842,Doctorate,1.0,Europe,high,1,51-60 hours,2.0,1.0,5.0,4 years,4.0,3 years,3.0,Yes,1.0,1,1,0,0,1,6.0,4.0,3.0,1.0,3.0,5.0,2.333333333333333,1.433753727006158,-0.5192411626564616,High,Low,High supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
1843,Dual degree,3.0,North/Central America,high,0,51-60 hours,2.0,5.0,2.0,More than 7 years,8.0,3 years,3.0,Yes,1.0,1,0,1,0,0,3.0,1.0,2.0,4.0,5.0,2.0,3.6666666666666665,-0.6528728651728645,0.6080901564504835,Low,High,Low supervisor / High institution,1.0,Very well,1.0,Somewhat agree
1844,Master's,2.0,Europe,very_high,1,61-70 hours,4.0,3.0,1.0,2 years,2.0,1 year,1.0,No,0.0,1,1,0,0,1,1.0,2.0,1.0,3.0,1.0,1.5,1.6666666666666667,-1.0006439638693685,-1.0829068222099345,Low,Low,Low supervisor / Low institution,2.0,Well,2.0,Strongly agree
1845,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,4.0,3.0,4 years,4.0,4 years,4.0,Yes,1.0,1,0,1,0,0,5.0,2.0,1.0,1.0,1.0,3.5,1.0,0.3904404309166467,-1.6465724817634069,Medium,Low,Medium supervisor / Low institution,1.0,Very well,2.0,Strongly agree
1846,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,4.0,3.0,6 years,6.0,4 years,4.0,Yes,1.0,1,0,1,0,0,1.0,1.0,1.0,2.0,2.0,1.0,1.6666666666666667,-1.348415062565872,-1.0829068222099345,Low,Low,Low supervisor / Low institution,1.0,Very well,2.0,Strongly agree
1847,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,4.0,3.0,3 years,3.0,3 years,3.0,No,0.0,1,0,1,0,0,2.0,3.0,1.0,3.0,1.0,2.5,1.6666666666666667,-0.3051017664763607,-1.0829068222099345,Medium,Low,Medium supervisor / Low institution,1.0,Very well,2.0,Strongly agree
1848,Doctorate,1.0,North/Central America,high,0,51-60 hours,2.0,4.0,3.0,5 years ,5.0,4 years,4.0,Yes,1.0,1,0,1,0,0,7.0,1.0,1.0,4.0,1.0,4.0,2.0,0.7382115296131505,-0.801073992433198,High,Low,High supervisor / Low institution,1.0,Very well,2.0,Strongly agree
1849,Doctorate,1.0,North/Central America,very_high,0,71-80 hours,6.0,6.0,6.0,5 years ,5.0,1 year,1.0,Yes,1.0,1,0,1,0,0,2.0,2.0,3.0,1.0,1.0,2.0,1.6666666666666667,-0.6528728651728645,-1.0829068222099345,Low,Low,Low supervisor / Low institution,1.0,Very well,2.0,Strongly agree
1850,Master's,2.0,North/Central America,medium,0,31-40 hours,3.0,3.0,1.0,2 years,2.0,Less than a year,0.5,Yes,1.0,0,1,0,1,0,2.0,2.0,5.0,6.0,6.0,2.0,5.666666666666667,-0.6528728651728645,2.2990871351109017,Low,High,Low supervisor / High institution,1.0,Very well,1.0,Somewhat agree
